Time data sigma
---- ---- -----
0 -1.26431 1.07071
102.731 -9.29278 1.39658
363.991 5.03118 0.931056
1446.97 8.57664 0.83795
1447.95 8.22554 0.791397
1448.94 7.94634 0.791397
1449.91 7.29561 0.83795
1455.96 7.95814 0.977609
1458.9 1.77075 1.39658
1471.83 -2.52966 1.07071
1473.9 -1.81495 0.83795
1475.86 -2.16341 1.16382
1477.85 -9.07979 1.07071
1478.95 -7.45451 0.791397
1504.82 8.94895 0.931056
1505.91 5.6022 0.977609
1510.89 5.56752 1.07071
1511.87 7.50979 0.791397
1512.79 6.9138 0.791397
1513.83 9.89676 0.83795
1527.87 4.57716 1.07071
1528.82 2.92889 0.83795
1535.71 -1.72315 0.931056
1539.76 -8.57878 0.977609
1559.76 1.66491 0.83795
1561.76 4.43457 0.931056
1817.96 6.66149 0.931056
1818.99 6.18932 1.07071
1820.98 5.29406 0.977609
1821.97 6.01335 0.83795
1825.93 3.21325 0.977609
1826.93 3.54946 0.931056
1828.94 4.06801 1.11727
1842.89 -12.5534 1.16382
1843.9 -9.28257 1.16382
1850.82 -6.92088 1.11727
1851.83 -6.71701 1.02416
1852.86 -4.26159 0.791397
1853.91 -3.81869 1.25693
1855.88 -0.612373 0.977609
1856.83 2.68538 1.11727
1857.83 3.6638 1.16382
1863.86 7.24315 0.744845
1866.93 8.01729 1.02416
1886.96 1.94028 1.02416
1887.84 3.58601 1.11727
1895.85 -4.29616 0.791397
1898.62 -4.46198 1.21037
1915.69 -2.35059 0.791397
1916.78 -0.0499771 0.791397
1917.76 -0.495892 0.791397
1918.78 0.940613 0.83795
1919.7 1.93833 0.791397
1920.71 4.08431 1.11727
1926.76 8.48994 0.884503
1927.74 7.71368 0.884503
1944.64 5.63852 1.16382
1947.64 1.39668 1.07071
1948.66 4.07589 0.791397
1956.68 -4.6359 1.25693
1958.7 -4.72178 0.791397
1987.69 9.65627 1.44314
2001.66 2.8651 0.884503
2008.66 -0.636508 1.35003
2009.68 0.105545 0.977609
2014.63 -3.46732 1.02416
2018.63 -6.61235 0.884503
