Time data sigma
---- ---- -----
0 -14.9849 0.617097
4.0172 -12.7502 0.822796
8.9611 -5.41346 0.822796
23.9521 10.0293 1.13134
35.965 3.8816 0.822796
40.9613 1.08191 1.43989
257.193 10.4459 1.23419
263.27 11.9487 0.719946
291.109 -7.17523 0.925645
318.101 10.3348 0.719946
333.02 9.94355 1.13134
339.009 2.10998 0.617097
347.022 -7.79059 1.23419
364.993 -7.96316 0.617097
611.359 1.67698 0.514247
646.153 -1.8588 1.43989
670.133 -1.97507 0.925645
683.118 8.6562 0.514247
693.077 5.50574 0.925645
698.043 5.50858 1.54274
928.34 10.6051 1.13134
952.367 -4.81612 0.617097
983.279 12.3345 0.925645
1039.03 7.54535 0.925645
1093.97 0.999382 0.719946
1390.09 -1.51003 1.13134
1739.13 -6.60702 1.64559
1785.06 -4.44928 0.822796
