Time data sigma
---- ---- -----
0 -16.9202 1.07071
102.731 11.0199 1.39658
363.991 -22.4883 0.931056
1446.97 -12.7961 0.83795
1447.95 -10.8867 0.791397
1448.94 -9.98138 0.791397
1449.91 -7.85775 0.83795
1455.96 -1.01619 0.977609
1458.9 2.81943 1.39658
1471.83 14.5254 1.07071
1473.9 12.1179 0.83795
1475.86 14.7298 1.16382
1477.85 12.6151 1.07071
1478.95 10.5838 0.791397
1504.82 -13.0253 0.931056
1505.91 -12.9567 0.977609
1510.89 -5.56947 1.07071
1511.87 -5.48724 0.791397
1512.79 -3.90314 0.791397
1513.83 -2.29683 0.83795
1527.87 6.65365 1.07071
1528.82 11.1123 0.83795
1535.71 10.0458 0.931056
1539.76 11.8555 0.977609
1559.76 -11.7164 0.83795
1561.76 -17.3767 0.931056
1817.96 5.89954 0.931056
1818.99 6.18392 1.07071
1820.98 4.95901 0.977609
1821.97 6.92566 0.83795
1825.93 7.50022 0.977609
1826.93 5.94299 0.931056
1828.94 9.80474 1.11727
1842.89 9.33877 1.16382
1843.9 8.47626 1.16382
1850.82 -1.11074 1.11727
1851.83 -4.30909 1.02416
1852.86 -5.19228 0.791397
1853.91 -6.99898 1.25693
1855.88 -9.85198 0.977609
1856.83 -11.8148 1.11727
1857.83 -14.9923 1.16382
1863.86 -19.2203 0.744845
1866.93 -9.97112 1.02416
1886.96 6.42258 1.02416
1887.84 9.68212 1.11727
1895.85 10.8744 0.791397
1898.62 10.9147 1.21037
1915.69 -9.14096 0.791397
1916.78 -13.8965 0.791397
1917.76 -13.2641 0.791397
1918.78 -18.0992 0.83795
1919.7 -17.7335 0.791397
1920.71 -19.4764 1.11727
1926.76 -14.4308 0.884503
1927.74 -13.4677 0.884503
1944.64 7.25882 1.16382
1947.64 7.02676 1.07071
1948.66 9.33209 0.791397
1956.68 11.864 1.25693
1958.7 10.3623 0.791397
1987.69 -11.4979 1.44314
2001.66 10.2832 0.884503
2008.66 8.96217 1.35003
2009.68 8.44228 0.977609
2014.63 5.75159 1.02416
2018.63 8.06091 0.884503
