Time data sigma
---- ---- -----
0 -1.3073 0.617097
4.0172 0.451695 0.822796
8.9611 -3.89789 0.822796
23.9521 -10.927 1.13134
35.965 5.70219 0.822796
40.9613 9.93654 1.43989
257.193 -9.27321 1.23419
263.27 -13.0271 0.719946
291.109 9.98668 0.925645
318.101 -9.9013 0.719946
333.02 -1.89821 1.13134
339.009 6.55992 0.617097
347.022 13.6825 1.23419
364.993 2.05546 0.617097
611.359 -4.62535 0.514247
646.153 12.9176 1.43989
670.133 -4.41057 0.925645
683.118 -13.3937 0.514247
693.077 -0.844788 0.925645
698.043 6.68561 1.54274
928.34 -9.37706 1.13134
952.367 6.33909 0.617097
983.279 -12.3835 0.925645
1039.03 -8.8351 0.925645
1093.97 -6.32992 0.719946
1390.09 -3.50573 1.13134
1739.13 0.513832 1.64559
1785.06 11.9122 0.822796
