Time data sigma
---- ---- -----
0 6.42477 0.617097
4.0172 5.7285 0.822796
8.9611 5.24105 0.822796
23.9521 -4.21714 1.13134
35.965 -4.61646 0.822796
40.9613 -4.28847 1.43989
257.193 -1.71581 1.23419
263.27 -4.07539 0.719946
291.109 -0.170285 0.925645
318.101 -0.572925 0.719946
333.02 -6.45883 1.13134
339.009 -2.07333 0.617097
347.022 -1.60005 1.23419
364.993 3.60214 0.617097
611.359 2.69056 0.514247
646.153 0.40089 1.43989
670.133 -0.49552 0.925645
683.118 -0.383392 0.514247
693.077 -3.93062 0.925645
698.043 -8.92097 1.54274
928.34 -1.85073 1.13134
952.367 2.09633 0.617097
983.279 -4.35691 0.925645
1039.03 -2.12465 0.925645
1093.97 2.52817 0.719946
1390.09 3.72395 1.13134
1739.13 6.56388 1.64559
1785.06 -2.85356 0.822796
