Time data sigma
---- ---- -----
0 -3.46943 1.07071
102.731 3.02984 1.39658
363.991 -5.07473 0.931056
1446.97 -1.95816 0.83795
1447.95 -2.66839 0.791397
1448.94 -0.741618 0.791397
1449.91 -1.24619 0.83795
1455.96 -2.02252 0.977609
1458.9 -0.670719 1.39658
1471.83 5.6335 1.07071
1473.9 4.50052 0.83795
1475.86 3.25061 1.16382
1477.85 4.35203 1.07071
1478.95 4.24874 0.791397
1504.82 -1.74404 0.931056
1505.91 -0.893073 0.977609
1510.89 -2.28627 1.07071
1511.87 -1.63174 0.791397
1512.79 -2.37703 0.791397
1513.83 -1.66701 0.83795
1527.87 3.73449 1.07071
1528.82 3.92632 0.83795
1535.71 4.43879 0.931056
1539.76 -0.27425 0.977609
1559.76 -1.05491 0.83795
1561.76 -5.527 0.931056
1817.96 0.907063 0.931056
1818.99 0.625843 1.07071
1820.98 3.22152 0.977609
1821.97 3.19569 0.83795
1825.93 3.32555 0.977609
1826.93 3.45346 0.931056
1828.94 3.02385 1.11727
1842.89 2.39511 1.16382
1843.9 1.68193 1.16382
1850.82 0.646619 1.11727
1851.83 0.374649 1.02416
1852.86 -0.571012 0.791397
1853.91 -1.77453 1.25693
1855.88 -1.80074 0.977609
1856.83 -3.13342 1.11727
1857.83 -2.9775 1.16382
1863.86 -7.21272 0.744845
1866.93 -4.46707 1.02416
1886.96 6.81685 1.02416
1887.84 3.01429 1.11727
1895.85 2.09952 0.791397
1898.62 4.79118 1.21037
1915.69 -2.7798 0.791397
1916.78 -1.87798 0.791397
1917.76 -5.34402 0.791397
1918.78 -4.18748 0.83795
1919.7 -3.85563 0.791397
1920.71 -5.11199 1.11727
1926.76 -5.6633 0.884503
1927.74 -5.06304 0.884503
1944.64 4.56209 1.16382
1947.64 4.36795 1.07071
1948.66 4.19105 0.791397
1956.68 2.95439 1.25693
1958.7 1.23223 0.791397
1987.69 -3.84123 1.44314
2001.66 2.25923 0.884503
2008.66 3.63752 1.35003
2009.68 3.24355 0.977609
2014.63 4.3292 1.02416
2018.63 4.18675 0.884503
