Time data sigma
---- ---- -----
0 3.33451 0.617097
4.0172 -1.02106 0.822796
8.9611 -5.41302 0.822796
23.9521 -6.87466 1.13134
35.965 -0.640811 0.822796
40.9613 4.03197 1.43989
257.193 -5.56916 1.23419
263.27 -5.35271 0.719946
291.109 5.95704 0.925645
318.101 -4.88297 0.719946
333.02 -2.44177 1.13134
339.009 1.69855 0.617097
347.022 5.69019 1.23419
364.993 -1.00245 0.617097
611.359 -5.77874 0.514247
646.153 7.31606 1.43989
670.133 -7.73244 0.925645
683.118 -5.25893 0.514247
693.077 -0.0630604 0.925645
698.043 0.594725 1.54274
928.34 -2.72779 1.13134
952.367 7.04282 0.617097
983.279 -4.37589 0.925645
1039.03 -5.20474 0.925645
1093.97 -6.74738 0.719946
1390.09 -5.96874 1.13134
1739.13 2.96783 1.64559
1785.06 6.7203 0.822796
