Time data sigma
---- ---- -----
0 11.0424 1.07071
102.731 -5.84 1.39658
363.991 11.4025 0.931056
1446.97 5.41206 0.83795
1447.95 5.9088 0.791397
1448.94 4.78305 0.791397
1449.91 2.16521 0.83795
1455.96 2.01474 0.977609
1458.9 -3.30497 1.39658
1471.83 -13.6074 1.07071
1473.9 -14.0665 0.83795
1475.86 -11.8987 1.16382
1477.85 -8.99642 1.07071
1478.95 -6.15591 0.791397
1504.82 5.5718 0.931056
1505.91 7.5643 0.977609
1510.89 1.86693 1.07071
1511.87 2.93274 0.791397
1512.79 0.382836 0.791397
1513.83 1.5791 0.83795
1527.87 -8.63237 1.07071
1528.82 -10.5405 0.83795
1535.71 -11.6206 0.931056
1539.76 -7.47249 0.977609
1559.76 8.34868 0.83795
1561.76 10.8077 0.931056
1817.96 -6.43729 0.931056
1818.99 -9.30065 1.07071
1820.98 -9.17945 0.977609
1821.97 -12.8319 0.83795
1825.93 -10.224 0.977609
1826.93 -8.97846 0.931056
1828.94 -6.57308 1.11727
1842.89 -3.76876 1.16382
1843.9 -4.47301 1.16382
1850.82 3.11036 1.11727
1851.83 2.08572 1.02416
1852.86 7.3372 0.791397
1853.91 4.75949 1.25693
1855.88 9.43241 0.977609
1856.83 9.08977 1.11727
1857.83 12.2716 1.16382
1863.86 11.7835 0.744845
1866.93 12.0503 1.02416
1886.96 -9.73785 1.02416
1887.84 -7.93167 1.11727
1895.85 -4.38483 0.791397
1898.62 -3.32826 1.21037
1915.69 7.306 0.791397
1916.78 8.59649 0.791397
1917.76 8.6549 0.791397
1918.78 8.11669 0.83795
1919.7 9.07116 0.791397
1920.71 12.8497 1.11727
1926.76 9.94943 0.884503
1927.74 9.93351 0.884503
1944.64 -12.6338 1.16382
1947.64 -10.3865 1.07071
1948.66 -11.9297 0.791397
1956.68 -2.4695 1.25693
1958.7 -3.68578 0.791397
1987.69 7.6683 1.44314
2001.66 -13.8665 0.884503
2008.66 -13.2044 1.35003
2009.68 -10.4784 0.977609
2014.63 -5.62538 1.02416
2018.63 -2.51433 0.884503
