Time data sigma
---- ---- -----
0 6.53539 1.07071
102.731 -15.2627 1.39658
363.991 9.68953 0.931056
1446.97 11.3502 0.83795
1447.95 11.5979 0.791397
1448.94 13.8601 0.791397
1449.91 13.4122 0.83795
1455.96 12.6293 0.977609
1458.9 8.27497 1.39658
1471.83 -4.6192 1.07071
1473.9 -7.87217 0.83795
1475.86 -5.82336 1.16382
1477.85 -5.62204 1.07071
1478.95 -7.5112 0.791397
1504.82 5.97161 0.931056
1505.91 8.17262 0.977609
1510.89 11.4374 1.07071
1511.87 13.5918 0.791397
1512.79 14.749 0.791397
1513.83 12.4169 0.83795
1527.87 -2.21803 1.07071
1528.82 -6.22417 0.83795
1535.71 -8.83596 0.931056
1539.76 -6.53562 0.977609
1559.76 -0.405823 0.83795
1561.76 2.12646 0.931056
1817.96 12.3685 0.931056
1818.99 10.3637 1.07071
1820.98 6.04312 0.977609
1821.97 5.6039 0.83795
1825.93 -1.98604 0.977609
1826.93 -1.53732 0.931056
1828.94 -3.68172 1.11727
1842.89 -4.776 1.16382
1843.9 -4.6254 1.16382
1850.82 -3.64775 1.11727
1851.83 -3.7522 1.02416
1852.86 -4.12105 0.791397
1853.91 -2.82464 1.25693
1855.88 -1.55151 0.977609
1856.83 -2.62929 1.11727
1857.83 -0.479671 1.16382
1863.86 3.46926 0.744845
1866.93 5.39092 1.02416
1886.96 -0.345442 1.02416
1887.84 -1.71048 1.11727
1895.85 -9.48233 0.791397
1898.62 -7.7229 1.21037
1915.69 -0.8229 0.791397
1916.78 -1.73149 0.791397
1917.76 -0.207648 0.791397
1918.78 -1.96887 0.83795
1919.7 -2.34065 0.791397
1920.71 -2.68016 1.11727
1926.76 7.17071 0.884503
1927.74 7.11423 0.884503
1944.64 2.00066 1.16382
1947.64 -1.84466 1.07071
1948.66 -3.20164 0.791397
1956.68 -11.064 1.25693
1958.7 -11.1709 0.791397
1987.69 6.64609 1.44314
2001.66 5.77562 0.884503
2008.66 -5.59957 1.35003
2009.68 -4.24365 0.977609
2014.63 -11.826 1.02416
2018.63 -7.76536 0.884503
