Time data sigma
---- ---- -----
0 -2.23673 1.07071
102.731 4.38729 1.39658
363.991 0.222476 0.931056
1446.97 -4.67691 0.83795
1447.95 -4.37847 0.791397
1448.94 -4.03159 0.791397
1449.91 -4.82306 0.83795
1455.96 -4.42358 0.977609
1458.9 -4.29213 1.39658
1471.83 -1.89857 1.07071
1473.9 -1.54182 0.83795
1475.86 -0.613804 1.16382
1477.85 -0.774273 1.07071
1478.95 -0.571922 0.791397
1504.82 -2.7974 0.931056
1505.91 -1.76888 0.977609
1510.89 -2.55175 1.07071
1511.87 -5.52933 0.791397
1512.79 -5.14051 0.791397
1513.83 -4.11543 0.83795
1527.87 -3.13328 1.07071
1528.82 -1.03109 0.83795
1535.71 -1.86373 0.931056
1539.76 0.761502 0.977609
1559.76 -0.612059 0.83795
1561.76 -1.9047 0.931056
1817.96 -4.32266 0.931056
1818.99 -4.94373 1.07071
1820.98 -5.53049 0.977609
1821.97 -3.93208 0.83795
1825.93 -3.26025 0.977609
1826.93 -3.19004 0.931056
1828.94 1.66221 1.11727
1842.89 3.27052 1.16382
1843.9 1.9859 1.16382
1850.82 7.00852 1.11727
1851.83 5.96112 1.02416
1852.86 3.72541 0.791397
1853.91 3.07448 1.25693
1855.88 2.3014 0.977609
1856.83 1.13206 1.11727
1857.83 0.345497 1.16382
1863.86 -0.33595 0.744845
1866.93 -2.86376 1.02416
1886.96 -2.86155 1.02416
1887.84 -2.58475 1.11727
1895.85 -2.16741 0.791397
1898.62 1.35759 1.21037
1915.69 3.49594 0.791397
1916.78 2.43654 0.791397
1917.76 2.56935 0.791397
1918.78 -1.31812 0.83795
1919.7 2.12468 0.791397
1920.71 0.816295 1.11727
1926.76 -1.69861 0.884503
1927.74 -1.55275 0.884503
1944.64 -3.70653 1.16382
1947.64 -0.951702 1.07071
1948.66 -2.83952 0.791397
1956.68 1.94102 1.25693
1958.7 0.558072 0.791397
1987.69 -1.98963 1.44314
2001.66 -1.04012 0.884503
2008.66 0.0284607 1.35003
2009.68 0.835775 0.977609
2014.63 0.467481 1.02416
2018.63 1.67267 0.884503
