Time data sigma
---- ---- -----
0 -5.02065 1.07071
102.731 2.65123 1.39658
363.991 -7.47493 0.931056
1446.97 -2.60407 0.83795
1447.95 -3.8151 0.791397
1448.94 -4.04209 0.791397
1449.91 -4.79088 0.83795
1455.96 5.57976 0.977609
1458.9 5.0811 1.39658
1471.83 0.603813 1.07071
1473.9 3.79098 0.83795
1475.86 -0.939134 1.16382
1477.85 3.41442 1.07071
1478.95 1.87776 0.791397
1504.82 -4.19408 0.931056
1505.91 -4.4327 0.977609
1510.89 2.68607 1.07071
1511.87 0.218339 0.791397
1512.79 1.6647 0.791397
1513.83 3.01311 0.83795
1527.87 3.50437 1.07071
1528.82 1.41202 0.83795
1535.71 4.87295 0.931056
1539.76 1.77643 0.977609
1559.76 -7.23364 0.83795
1561.76 -5.93869 0.931056
1817.96 8.38823 0.931056
1818.99 5.77853 1.07071
1820.98 4.55773 0.977609
1821.97 5.78427 0.83795
1825.93 7.51505 0.977609
1826.93 5.93322 0.931056
1828.94 4.57228 1.11727
1842.89 -2.2836 1.16382
1843.9 -1.95119 1.16382
1850.82 -5.30267 1.11727
1851.83 -5.88518 1.02416
1852.86 -3.67644 0.791397
1853.91 -7.3971 1.25693
1855.88 -6.28813 0.977609
1856.83 -6.69102 1.11727
1857.83 -7.16828 1.16382
1863.86 -7.19327 0.744845
1866.93 -2.25227 1.02416
1886.96 4.99777 1.02416
1887.84 4.78761 1.11727
1895.85 3.82314 0.791397
1898.62 3.53269 1.21037
1915.69 -6.00781 0.791397
1916.78 -8.90938 0.791397
1917.76 -9.01642 0.791397
1918.78 -6.13665 0.83795
1919.7 -4.32879 0.791397
1920.71 -5.23976 1.11727
1926.76 -2.37684 0.884503
1927.74 -1.73441 0.884503
1944.64 3.17113 1.16382
1947.64 6.14046 1.07071
1948.66 5.49579 0.791397
1956.68 2.76193 1.25693
1958.7 2.55017 0.791397
1987.69 -0.301172 1.44314
2001.66 3.16151 0.884503
2008.66 8.14045 1.35003
2009.68 3.78668 0.977609
2014.63 5.17065 1.02416
2018.63 2.51958 0.884503
