Time data sigma
---- ---- -----
0 -1.61961 1.07071
102.731 -5.81633 1.39658
363.991 1.87705 0.931056
1446.97 3.15755 0.83795
1447.95 3.12707 0.791397
1448.94 2.41844 0.791397
1449.91 2.95061 0.83795
1455.96 5.18564 0.977609
1458.9 8.50047 1.39658
1471.83 -0.979075 1.07071
1473.9 -5.09807 0.83795
1475.86 -3.72219 1.16382
1477.85 -5.61003 1.07071
1478.95 -5.68816 0.791397
1504.82 1.82383 0.931056
1505.91 1.82809 0.977609
1510.89 2.38186 1.07071
1511.87 4.49454 0.791397
1512.79 3.92164 0.791397
1513.83 4.61923 0.83795
1527.87 3.05258 1.07071
1528.82 1.46487 0.83795
1535.71 -5.64204 0.931056
1539.76 -6.96551 0.977609
1559.76 -0.342688 0.83795
1561.76 0.665338 0.931056
1817.96 7.26259 0.931056
1818.99 8.82531 1.07071
1820.98 5.65259 0.977609
1821.97 5.66761 0.83795
1825.93 2.59897 0.977609
1826.93 3.80775 0.931056
1828.94 -0.574836 1.11727
1842.89 -3.80822 1.16382
1843.9 -7.38697 1.16382
1850.82 -2.51754 1.11727
1851.83 -5.25929 1.02416
1852.86 -2.62827 0.791397
1853.91 -3.726 1.25693
1855.88 -1.0804 0.977609
1856.83 -1.56918 1.11727
1857.83 -2.90325 1.16382
1863.86 3.02715 0.744845
1866.93 4.93633 1.02416
1886.96 1.93695 1.02416
1887.84 -1.177 1.11727
1895.85 -4.35481 0.791397
1898.62 -5.35803 1.21037
1915.69 -1.77761 0.791397
1916.78 -0.640078 0.791397
1917.76 -0.297751 0.791397
1918.78 -2.09149 0.83795
1919.7 1.92926 0.791397
1920.71 0.668898 1.11727
1926.76 0.232526 0.884503
1927.74 4.29559 0.884503
1944.64 6.23063 1.16382
1947.64 0.0316742 1.07071
1948.66 0.0138288 0.791397
1956.68 -3.78622 1.25693
1958.7 -5.8397 0.791397
1987.69 1.63065 1.44314
2001.66 8.67714 0.884503
2008.66 0.964568 1.35003
2009.68 -1.74948 0.977609
2014.63 -4.3765 1.02416
2018.63 -2.94548 0.884503
