Time data sigma
---- ---- -----
0 1.23008 1.07071
102.731 -0.864319 1.39658
363.991 -0.651493 0.931056
1446.97 0.563457 0.83795
1447.95 1.01501 0.791397
1448.94 -0.82925 0.791397
1449.91 1.48427 0.83795
1455.96 1.73972 0.977609
1458.9 3.14814 1.39658
1471.83 -1.72054 1.07071
1473.9 1.12919 0.83795
1475.86 -3.59915 1.16382
1477.85 0.110791 1.07071
1478.95 -2.01364 0.791397
1504.82 -1.71331 0.931056
1505.91 1.5711 0.977609
1510.89 2.57255 1.07071
1511.87 1.90007 0.791397
1512.79 1.86067 0.791397
1513.83 1.41865 0.83795
1527.87 0.71565 1.07071
1528.82 1.05623 0.83795
1535.71 0.0567517 0.931056
1539.76 -0.571256 0.977609
1559.76 -4.03508 0.83795
1561.76 0.705928 0.931056
1817.96 2.91987 0.931056
1818.99 3.25014 1.07071
1820.98 4.36337 0.977609
1821.97 2.06242 0.83795
1825.93 1.34793 0.977609
1826.93 -0.240379 0.931056
1828.94 1.91561 1.11727
1842.89 -2.01914 1.16382
1843.9 -0.52495 1.16382
1850.82 -1.62681 1.11727
1851.83 -1.32182 1.02416
1852.86 1.0989 0.791397
1853.91 1.26968 1.25693
1855.88 -1.49637 0.977609
1856.83 -3.64971 1.11727
1857.83 -2.49681 1.16382
1863.86 -1.32029 0.744845
1866.93 -0.494707 1.02416
1886.96 -0.0984945 1.02416
1887.84 1.35925 1.11727
1895.85 -2.17285 0.791397
1898.62 0.879268 1.21037
1915.69 0.41117 0.791397
1916.78 -2.89052 0.791397
1917.76 -1.14013 0.791397
1918.78 -1.35934 0.83795
1919.7 0.0058515 0.791397
1920.71 -0.35347 1.11727
1926.76 -1.11057 0.884503
1927.74 -0.916003 0.884503
1944.64 0.676979 1.16382
1947.64 2.00595 1.07071
1948.66 0.264441 0.791397
1956.68 -1.57615 1.25693
1958.7 -1.74546 0.791397
1987.69 -1.05833 1.44314
2001.66 4.4408 0.884503
2008.66 2.25053 1.35003
2009.68 -1.94985 0.977609
2014.63 -1.33541 1.02416
2018.63 0.276334 0.884503
