Time data sigma
---- ---- -----
0 1.5928 1.07071
102.731 -4.88797 1.39658
363.991 5.43957 0.931056
1446.97 5.29007 0.83795
1447.95 7.61174 0.791397
1448.94 7.84588 0.791397
1449.91 7.92312 0.83795
1455.96 4.74279 0.977609
1458.9 2.35007 1.39658
1471.83 -1.52569 1.07071
1473.9 -1.28532 0.83795
1475.86 -1.20078 1.16382
1477.85 -4.89502 1.07071
1478.95 -4.50006 0.791397
1504.82 5.57467 0.931056
1505.91 6.42074 0.977609
1510.89 6.65691 1.07071
1511.87 6.00703 0.791397
1512.79 8.11092 0.791397
1513.83 7.54109 0.83795
1527.87 -1.43732 1.07071
1528.82 -1.2727 0.83795
1535.71 -2.71643 0.931056
1539.76 -6.31099 0.977609
1559.76 5.05596 0.83795
1561.76 5.20479 0.931056
1817.96 2.61758 0.931056
1818.99 2.13237 1.07071
1820.98 2.03114 0.977609
1821.97 -1.03912 0.83795
1825.93 0.188896 0.977609
1826.93 -5.12757 0.931056
1828.94 -2.1026 1.11727
1842.89 -5.88012 1.16382
1843.9 -3.05514 1.16382
1850.82 -5.70896 1.11727
1851.83 -6.0711 1.02416
1852.86 -3.1416 0.791397
1853.91 -3.10148 1.25693
1855.88 -0.688384 0.977609
1856.83 -0.000169172 1.11727
1857.83 0.000556085 1.16382
1863.86 7.26802 0.744845
1866.93 5.02237 1.02416
1886.96 -3.7575 1.02416
1887.84 -2.05697 1.11727
1895.85 -4.36729 0.791397
1898.62 -4.09541 1.21037
1915.69 2.08818 0.791397
1916.78 2.22399 0.791397
1917.76 2.93441 0.791397
1918.78 2.32784 0.83795
1919.7 2.21976 0.791397
1920.71 5.34993 1.11727
1926.76 7.85669 0.884503
1927.74 6.62109 0.884503
1944.64 -0.255573 1.16382
1947.64 -1.78498 1.07071
1948.66 2.20927 0.791397
1956.68 -3.53642 1.25693
1958.7 -5.52842 0.791397
1987.69 1.8107 1.44314
2001.66 3.40025 0.884503
2008.66 -1.61746 1.35003
2009.68 1.03114 0.977609
2014.63 -4.22514 1.02416
2018.63 -5.60379 0.884503
