Time data sigma
---- ---- -----
0 0.646537 1.07071
102.731 1.4696 1.39658
363.991 0.648297 0.931056
1446.97 1.31569 0.83795
1447.95 1.40971 0.791397
1448.94 1.18236 0.791397
1449.91 1.78689 0.83795
1455.96 -0.330343 0.977609
1458.9 -2.7129 1.39658
1471.83 -2.02127 1.07071
1473.9 0.717255 0.83795
1475.86 0.324732 1.16382
1477.85 2.20293 1.07071
1478.95 1.78018 0.791397
1504.82 1.87443 0.931056
1505.91 0.788157 0.977609
1510.89 0.167318 1.07071
1511.87 -1.4238 0.791397
1512.79 -0.773632 0.791397
1513.83 -1.77095 0.83795
1527.87 -1.77922 1.07071
1528.82 -0.126086 0.83795
1535.71 -0.731911 0.931056
1539.76 -0.733299 0.977609
1559.76 0.715782 0.83795
1561.76 -1.76046 0.931056
1817.96 -1.31349 0.931056
1818.99 -0.966321 1.07071
1820.98 -4.53804 0.977609
1821.97 -2.92919 0.83795
1825.93 -2.57279 0.977609
1826.93 -3.70395 0.931056
1828.94 -2.33073 1.11727
1842.89 0.532422 1.16382
1843.9 1.69 1.16382
1850.82 1.5905 1.11727
1851.83 2.01673 1.02416
1852.86 2.25839 0.791397
1853.91 1.60971 1.25693
1855.88 0.86745 0.977609
1856.83 0.0711885 1.11727
1857.83 -1.01133 1.16382
1863.86 0.613806 0.744845
1866.93 0.12169 1.02416
1886.96 -0.720725 1.02416
1887.84 -4.68216 1.11727
1895.85 -0.961234 0.791397
1898.62 -2.69526 1.21037
1915.69 0.639559 0.791397
1916.78 2.25987 0.791397
1917.76 4.51341 0.791397
1918.78 0.358176 0.83795
1919.7 1.96005 0.791397
1920.71 1.71774 1.11727
1926.76 -0.942944 0.884503
1927.74 1.35903 0.884503
1944.64 -2.44009 1.16382
1947.64 -4.21138 1.07071
1948.66 -2.99474 0.791397
1956.68 -2.08882 1.25693
1958.7 1.91051 0.791397
1987.69 2.18473 1.44314
2001.66 -0.418829 0.884503
2008.66 -3.07155 1.35003
2009.68 -0.439456 0.977609
2014.63 -0.832603 1.02416
2018.63 1.29554 0.884503
