Time data sigma
---- ---- -----
0 13.5883 1.07071
102.731 -3.51792 1.39658
363.991 12.2571 0.931056
1446.97 9.45792 0.83795
1447.95 8.62561 0.791397
1448.94 6.0754 0.791397
1449.91 2.05213 0.83795
1455.96 -3.63763 0.977609
1458.9 -8.80354 1.39658
1471.83 -8.95262 1.07071
1473.9 -9.14801 0.83795
1475.86 -7.48302 1.16382
1477.85 -5.77272 1.07071
1478.95 -3.83351 0.791397
1504.82 12.0445 0.931056
1505.91 13.3803 0.977609
1510.89 1.95721 1.07071
1511.87 1.85495 0.791397
1512.79 -1.69366 0.791397
1513.83 -1.48175 0.83795
1527.87 -8.08732 1.07071
1528.82 -9.15264 0.83795
1535.71 -7.07335 0.931056
1539.76 -4.69175 0.977609
1559.76 11.0495 0.83795
1561.76 15.5968 0.931056
1817.96 -5.58228 0.931056
1818.99 -8.28049 1.07071
1820.98 -8.06225 0.977609
1821.97 -11.7837 0.83795
1825.93 -10.095 0.977609
1826.93 -9.17497 0.931056
1828.94 -7.4177 1.11727
1842.89 -3.41263 1.16382
1843.9 -3.8575 1.16382
1850.82 4.13817 1.11727
1851.83 3.01778 1.02416
1852.86 8.16875 0.791397
1853.91 5.50054 1.25693
1855.88 10.0887 0.977609
1856.83 9.75361 1.11727
1857.83 12.972 1.16382
1863.86 12.0245 0.744845
1866.93 10.9329 1.02416
1886.96 -8.3784 1.02416
1887.84 -6.92003 1.11727
1895.85 -6.45326 0.791397
1898.62 -5.49991 1.21037
1915.69 9.43615 0.791397
1916.78 10.8197 0.791397
1917.76 10.9293 0.791397
1918.78 10.3946 0.83795
1919.7 11.2887 0.791397
1920.71 14.9082 1.11727
1926.76 8.46545 0.884503
1927.74 7.72116 0.884503
1944.64 -9.55495 1.16382
1947.64 -7.74904 1.07071
1948.66 -9.69688 0.791397
1956.68 -4.69337 1.25693
1958.7 -6.52305 0.791397
1987.69 5.49192 1.44314
2001.66 -12.1422 0.884503
2008.66 -9.57917 1.35003
2009.68 -7.23399 0.977609
2014.63 -5.65703 1.02416
2018.63 -5.25705 0.884503
