Time data sigma
---- ---- -----
0 1.65417 0.617097
4.0172 -0.92817 0.822796
8.9611 -0.527843 0.822796
23.9521 -0.220508 1.13134
35.965 -3.10872 0.822796
40.9613 -5.87458 1.43989
257.193 3.61311 1.23419
263.27 1.75103 0.719946
291.109 -1.2683 0.925645
318.101 2.90992 0.719946
333.02 3.73171 1.13134
339.009 -0.667719 0.617097
347.022 0.495162 1.23419
364.993 1.60159 0.617097
611.359 0.0198382 0.514247
646.153 -2.28733 1.43989
670.133 1.44139 0.925645
683.118 1.9255 0.514247
693.077 -0.511502 0.925645
698.043 -0.556823 1.54274
928.34 1.51972 1.13134
952.367 0.575595 0.617097
983.279 1.00824 0.925645
1039.03 2.10195 0.925645
1093.97 2.67672 0.719946
1390.09 1.5524 1.13134
1739.13 -0.750593 1.64559
1785.06 -1.29057 0.822796
