Time data sigma
---- ---- -----
0 -1.54326 1.07071
102.731 -1.18261 1.39658
363.991 -0.0422416 0.931056
1446.97 -6.39643 0.83795
1447.95 -3.61664 0.791397
1448.94 -1.80047 0.791397
1449.91 -0.471872 0.83795
1455.96 -1.96465 0.977609
1458.9 1.89815 1.39658
1471.83 1.53002 1.07071
1473.9 1.59703 0.83795
1475.86 2.82873 1.16382
1477.85 3.19369 1.07071
1478.95 1.8296 0.791397
1504.82 -2.90153 0.931056
1505.91 0.449054 0.977609
1510.89 -2.01172 1.07071
1511.87 0.843546 0.791397
1512.79 -0.694766 0.791397
1513.83 -2.68584 0.83795
1527.87 0.955904 1.07071
1528.82 -0.0674213 0.83795
1535.71 2.21232 0.931056
1539.76 4.152 0.977609
1559.76 -1.27899 0.83795
1561.76 -1.30352 0.931056
1817.96 0.793741 0.931056
1818.99 0.0841776 1.07071
1820.98 -0.478944 0.977609
1821.97 -0.131338 0.83795
1825.93 3.40123 0.977609
1826.93 -1.22378 0.931056
1828.94 1.6915 1.11727
1842.89 -0.429013 1.16382
1843.9 0.736551 1.16382
1850.82 -2.98687 1.11727
1851.83 -0.332883 1.02416
1852.86 -0.879181 0.791397
1853.91 0.464505 1.25693
1855.88 -1.67994 0.977609
1856.83 -2.03851 1.11727
1857.83 -2.51209 1.16382
1863.86 -2.34853 0.744845
1866.93 -0.853592 1.02416
1886.96 1.10777 1.02416
1887.84 1.11977 1.11727
1895.85 -0.106686 0.791397
1898.62 0.632182 1.21037
1915.69 -2.32923 0.791397
1916.78 -2.54736 0.791397
1917.76 0.208792 0.791397
1918.78 -3.84937 0.83795
1919.7 -1.8958 0.791397
1920.71 -3.00684 1.11727
1926.76 -3.05987 0.884503
1927.74 -0.737521 0.884503
1944.64 0.0789994 1.16382
1947.64 1.36245 1.07071
1948.66 1.06786 0.791397
1956.68 2.51136 1.25693
1958.7 2.82173 0.791397
1987.69 0.451734 1.44314
2001.66 0.206198 0.884503
2008.66 0.187291 1.35003
2009.68 0.937155 0.977609
2014.63 1.57751 1.02416
2018.63 2.54883 0.884503
