Time data sigma
---- ---- -----
0 4.25736 1.07071
102.731 6.37841 1.39658
363.991 -0.913162 0.931056
1446.97 -9.65739 0.83795
1447.95 -8.01116 0.791397
1448.94 -7.6124 0.791397
1449.91 -8.50469 0.83795
1455.96 -11.3982 0.977609
1458.9 -4.96149 1.39658
1471.83 0.970626 1.07071
1473.9 2.09372 0.83795
1475.86 1.8325 1.16382
1477.85 2.61103 1.07071
1478.95 4.55079 0.791397
1504.82 -3.59209 0.931056
1505.91 -8.91447 0.977609
1510.89 -8.22546 1.07071
1511.87 -11.3392 0.791397
1512.79 -9.27619 0.791397
1513.83 -8.71396 0.83795
1527.87 -2.22046 1.07071
1528.82 0.966994 0.83795
1535.71 3.6908 0.931056
1539.76 4.57672 0.977609
1559.76 1.96532 0.83795
1561.76 2.68779 0.931056
1817.96 -8.97614 0.931056
1818.99 -5.48805 1.07071
1820.98 -5.71105 0.977609
1821.97 -1.99526 0.83795
1825.93 -0.15059 0.977609
1826.93 -3.47874 0.931056
1828.94 1.56688 1.11727
1842.89 6.48504 1.16382
1843.9 5.9035 1.16382
1850.82 6.4557 1.11727
1851.83 6.54164 1.02416
1852.86 8.53064 0.791397
1853.91 8.17301 1.25693
1855.88 5.783 0.977609
1856.83 5.94105 1.11727
1857.83 5.73139 1.16382
1863.86 -4.77338 0.744845
1866.93 -8.91706 1.02416
1886.96 -1.7664 1.02416
1887.84 -2.65463 1.11727
1895.85 3.32702 0.791397
1898.62 5.06456 1.21037
1915.69 5.86454 0.791397
1916.78 4.43576 0.791397
1917.76 4.66073 0.791397
1918.78 3.72802 0.83795
1919.7 1.29836 0.791397
1920.71 1.87615 1.11727
1926.76 -7.28749 0.884503
1927.74 -8.58511 0.884503
1944.64 -2.03845 1.16382
1947.64 -0.712844 1.07071
1948.66 -2.88064 0.791397
1956.68 4.68144 1.25693
1958.7 2.63702 0.791397
1987.69 -9.61523 1.44314
2001.66 -4.93425 0.884503
2008.66 0.531128 1.35003
2009.68 1.91965 0.977609
2014.63 0.55093 1.02416
2018.63 2.87209 0.884503
