Time data sigma
---- ---- -----
0 5.6727 0.617097
4.0172 6.05598 0.822796
8.9611 5.93175 0.822796
23.9521 2.83036 1.13134
35.965 -5.81638 0.822796
40.9613 -7.46212 1.43989
257.193 2.91578 1.23419
263.27 0.703514 0.719946
291.109 -0.0202229 0.925645
318.101 2.52757 0.719946
333.02 -5.09199 1.13134
339.009 -8.55289 0.617097
347.022 -3.13092 1.23419
364.993 3.37655 0.617097
611.359 3.11536 0.514247
646.153 -6.09946 1.43989
670.133 6.77168 0.925645
683.118 1.00768 0.514247
693.077 -6.31641 0.925645
698.043 -8.46686 1.54274
928.34 -0.406968 1.13134
952.367 -1.11852 0.617097
983.279 -0.730108 0.925645
1039.03 4.55733 0.925645
1093.97 5.18579 0.719946
1390.09 4.57841 1.13134
1739.13 4.67111 1.64559
1785.06 -5.88939 0.822796
