Time data sigma
---- ---- -----
0 -6.37797 1.07071
102.731 2.37754 1.39658
363.991 -0.507385 0.931056
1446.97 -2.72453 0.83795
1447.95 -3.20975 0.791397
1448.94 -0.419657 0.791397
1449.91 -2.32834 0.83795
1455.96 -0.476826 0.977609
1458.9 -2.568 1.39658
1471.83 -0.667079 1.07071
1473.9 5.30531 0.83795
1475.86 7.23167 1.16382
1477.85 2.76003 1.07071
1478.95 3.93688 0.791397
1504.82 -2.93351 0.931056
1505.91 -1.54155 0.977609
1510.89 -4.33927 1.07071
1511.87 -0.296917 0.791397
1512.79 -2.03949 0.791397
1513.83 0.00380157 0.83795
1527.87 2.59107 1.07071
1528.82 3.30098 0.83795
1535.71 5.40331 0.931056
1539.76 4.3181 0.977609
1559.76 -2.25818 0.83795
1561.76 -5.00157 0.931056
1817.96 0.504868 0.931056
1818.99 -1.20847 1.07071
1820.98 -0.671336 0.977609
1821.97 -0.0623645 0.83795
1825.93 2.29205 0.977609
1826.93 3.84531 0.931056
1828.94 2.99089 1.11727
1842.89 4.04826 1.16382
1843.9 2.27262 1.16382
1850.82 -4.47994 1.11727
1851.83 -1.94507 1.02416
1852.86 -1.60961 0.791397
1853.91 -2.31222 1.25693
1855.88 -2.30886 0.977609
1856.83 -3.80108 1.11727
1857.83 -2.94394 1.16382
1863.86 -5.00293 0.744845
1866.93 -1.71555 1.02416
1886.96 3.66759 1.02416
1887.84 6.62849 1.11727
1895.85 5.8571 0.791397
1898.62 5.93034 1.21037
1915.69 -4.659 0.791397
1916.78 -4.85827 0.791397
1917.76 -4.51133 0.791397
1918.78 -1.71455 0.83795
1919.7 -3.39615 0.791397
1920.71 -5.28573 1.11727
1926.76 -0.108562 0.884503
1927.74 -2.82974 0.884503
1944.64 0.328758 1.16382
1947.64 4.46755 1.07071
1948.66 4.12627 0.791397
1956.68 2.96456 1.25693
1958.7 5.05476 0.791397
1987.69 -3.748 1.44314
2001.66 -0.557792 0.884503
2008.66 5.33951 1.35003
2009.68 3.65063 0.977609
2014.63 5.97504 1.02416
2018.63 5.21495 0.884503
