Time data sigma
---- ---- -----
0 -4.83087 1.07071
102.731 0.464421 1.39658
363.991 -0.0421208 0.931056
1446.97 -3.48627 0.83795
1447.95 -4.09539 0.791397
1448.94 -1.39233 0.791397
1449.91 -3.34694 0.83795
1455.96 -1.0145 0.977609
1458.9 -2.62933 1.39658
1471.83 0.318614 1.07071
1473.9 5.94532 0.83795
1475.86 7.314 1.16382
1477.85 2.1918 1.07071
1478.95 3.0468 0.791397
1504.82 -3.33338 0.931056
1505.91 -2.14611 0.977609
1510.89 -5.34021 1.07071
1511.87 -1.2592 0.791397
1512.79 -2.93471 0.791397
1513.83 -0.785173 0.83795
1527.87 3.55809 1.07071
1528.82 4.31368 0.83795
1535.71 5.5143 0.931056
1539.76 3.25138 0.977609
1559.76 -1.60003 0.83795
1561.76 -4.76166 0.931056
1817.96 0.492274 0.931056
1818.99 -1.08652 1.07071
1820.98 -0.328706 0.977609
1821.97 0.369455 0.83795
1825.93 2.98212 0.977609
1826.93 4.58544 0.931056
1828.94 3.80728 1.11727
1842.89 2.9216 1.16382
1843.9 1.24989 1.16382
1850.82 -3.92612 1.11727
1851.83 -1.20854 1.02416
1852.86 -0.736087 0.791397
1853.91 -1.35345 1.25693
1855.88 -1.34945 0.977609
1856.83 -2.91132 1.11727
1857.83 -2.17026 1.16382
1863.86 -5.36805 0.744845
1866.93 -2.5067 1.02416
1886.96 4.37395 1.02416
1887.84 7.37015 1.11727
1895.85 5.84852 0.791397
1898.62 5.20131 1.21037
1915.69 -3.71989 0.791397
1916.78 -3.99815 0.791397
1917.76 -3.76647 0.791397
1918.78 -1.12535 0.83795
1919.7 -2.9731 0.791397
1920.71 -5.05943 1.11727
1926.76 -0.885577 0.884503
1927.74 -3.67205 0.884503
1944.64 0.903285 1.16382
1947.64 5.16311 1.07071
1948.66 4.854 0.791397
1956.68 2.72857 1.25693
1958.7 4.3225 0.791397
1987.69 -4.5803 1.44314
2001.66 -0.14669 0.884503
2008.66 6.0264 1.35003
2009.68 4.35533 0.977609
2014.63 6.23099 1.02416
2018.63 4.51301 0.884503
