Time data sigma
---- ---- -----
0 1.79721 1.07071
102.731 3.38866 1.39658
363.991 1.54712 0.931056
1446.97 1.35114 0.83795
1447.95 1.05693 0.791397
1448.94 -0.372227 0.791397
1449.91 -0.983589 0.83795
1455.96 -3.47488 0.977609
1458.9 -6.8547 1.39658
1471.83 -1.57654 1.07071
1473.9 1.13743 0.83795
1475.86 1.39238 1.16382
1477.85 2.35839 1.07071
1478.95 2.88895 0.791397
1504.82 1.11952 0.931056
1505.91 1.44877 0.977609
1510.89 -1.50328 1.07071
1511.87 -0.924345 0.791397
1512.79 -1.30856 0.791397
1513.83 -1.6827 0.83795
1527.87 -3.72792 1.07071
1528.82 -1.98693 0.83795
1535.71 -1.06753 0.931056
1539.76 -1.58579 0.977609
1559.76 1.55902 0.83795
1561.76 3.21292 0.931056
1817.96 -3.59586 0.931056
1818.99 -4.84936 1.07071
1820.98 -1.82656 0.977609
1821.97 -5.29601 0.83795
1825.93 -5.13596 0.977609
1826.93 -5.1619 0.931056
1828.94 -5.52923 1.11727
1842.89 0.810973 1.16382
1843.9 1.3707 1.16382
1850.82 1.3498 1.11727
1851.83 7.5748 1.02416
1852.86 1.61509 0.791397
1853.91 5.30239 1.25693
1855.88 2.00159 0.977609
1856.83 2.32201 1.11727
1857.83 4.37044 1.16382
1863.86 -0.0994179 0.744845
1866.93 0.518526 1.02416
1886.96 -6.63771 1.02416
1887.84 -2.9088 1.11727
1895.85 2.4182 0.791397
1898.62 0.75456 1.21037
1915.69 4.07334 0.791397
1916.78 2.76841 0.791397
1917.76 1.62626 0.791397
1918.78 2.10454 0.83795
1919.7 1.98251 0.791397
1920.71 3.2795 1.11727
1926.76 0.417992 0.884503
1927.74 -0.418521 0.884503
1944.64 -7.03737 1.16382
1947.64 -3.41117 1.07071
1948.66 -2.54782 0.791397
1956.68 4.16906 1.25693
1958.7 1.6167 0.791397
1987.69 -0.128761 1.44314
2001.66 -2.68609 0.884503
2008.66 -5.22069 1.35003
2009.68 -4.04007 0.977609
2014.63 -2.47033 1.02416
2018.63 3.19733 0.884503
