Time data sigma
---- ---- -----
0 1.82198 1.07071
102.731 -8.14714 1.39658
363.991 5.14983 0.931056
1446.97 3.25564 0.83795
1447.95 5.3306 0.791397
1448.94 5.43891 0.791397
1449.91 5.51645 0.83795
1455.96 4.48271 0.977609
1458.9 3.56591 1.39658
1471.83 -1.64436 1.07071
1473.9 -2.36527 0.83795
1475.86 -3.07536 1.16382
1477.85 -7.3667 1.07071
1478.95 -7.18321 0.791397
1504.82 4.05644 0.931056
1505.91 4.8078 0.977609
1510.89 6.00565 1.07071
1511.87 5.716 0.791397
1512.79 8.16848 0.791397
1513.83 7.98335 0.83795
1527.87 -1.56663 1.07071
1528.82 -1.63627 0.83795
1535.71 -3.77483 0.931056
1539.76 -7.32186 0.977609
1559.76 4.64544 0.83795
1561.76 4.6201 0.931056
1817.96 2.17577 0.931056
1818.99 2.3115 1.07071
1820.98 3.36141 0.977609
1821.97 0.789727 0.83795
1825.93 3.07589 0.977609
1826.93 -2.26677 0.931056
1828.94 0.336274 1.11727
1842.89 -9.57633 1.16382
1843.9 -6.45552 1.16382
1850.82 -3.8101 1.11727
1851.83 -3.51971 1.02416
1852.86 -0.109433 0.791397
1853.91 0.218403 1.25693
1855.88 2.60152 0.977609
1856.83 3.03714 1.11727
1857.83 2.6352 1.16382
1863.86 6.33415 0.744845
1866.93 2.95287 1.02416
1886.96 -2.36841 1.02416
1887.84 -0.973632 1.11727
1895.85 -6.16197 0.791397
1898.62 -6.34317 1.21037
1915.69 3.77584 0.791397
1916.78 3.50715 0.791397
1917.76 3.79611 0.791397
1918.78 2.73064 0.83795
1919.7 2.21176 0.791397
1920.71 4.93152 1.11727
1926.76 6.65777 0.884503
1927.74 5.6005 0.884503
1944.64 -0.0354998 1.16382
1947.64 -2.24119 1.07071
1948.66 1.59631 0.791397
1956.68 -4.06092 1.25693
1958.7 -6.00688 0.791397
1987.69 2.58385 1.44314
2001.66 2.55958 0.884503
2008.66 -2.11683 1.35003
2009.68 0.832165 0.977609
2014.63 -3.09533 1.02416
2018.63 -4.74555 0.884503
