Time data sigma
---- ---- -----
0 3.57876 0.617097
4.0172 -2.10138 0.822796
8.9611 -6.69677 0.822796
23.9521 -6.2177 1.13134
35.965 0.728038 0.822796
40.9613 6.78559 1.43989
257.193 -10.9913 1.23419
263.27 -6.66017 0.719946
291.109 10.0126 0.925645
318.101 -10.4578 0.719946
333.02 -1.47186 1.13134
339.009 2.99895 0.617097
347.022 8.45481 1.23419
364.993 -3.21698 0.617097
611.359 -6.56799 0.514247
646.153 7.10309 1.43989
670.133 -5.28971 0.925645
683.118 -6.76457 0.514247
693.077 -2.66849 0.925645
698.043 0.991943 1.54274
928.34 -3.88332 1.13134
952.367 14.5748 0.617097
983.279 -9.09184 0.925645
1039.03 -8.17499 0.925645
1093.97 -8.1174 0.719946
1390.09 -6.8672 1.13134
1739.13 9.79902 1.64559
1785.06 7.90459 0.822796
