Time data sigma
---- ---- -----
0 0.218236 1.07071
102.731 -7.92105 1.39658
363.991 3.02199 0.931056
1446.97 3.13334 0.83795
1447.95 2.84061 0.791397
1448.94 1.88169 0.791397
1449.91 2.18802 0.83795
1455.96 3.7146 0.977609
1458.9 7.22505 1.39658
1471.83 1.58026 1.07071
1473.9 -3.24033 0.83795
1475.86 -2.89944 1.16382
1477.85 -5.9636 1.07071
1478.95 -6.66535 0.791397
1504.82 3.41278 0.931056
1505.91 3.07688 0.977609
1510.89 1.70395 1.07071
1511.87 3.44889 0.791397
1512.79 2.55789 0.791397
1513.83 2.93762 0.83795
1527.87 5.24829 1.07071
1528.82 4.1446 0.83795
1535.71 -3.71536 0.931056
1539.76 -7.65114 0.977609
1559.76 1.93721 0.83795
1561.76 3.33333 0.931056
1817.96 6.47696 0.931056
1818.99 7.33677 1.07071
1820.98 3.06207 0.977609
1821.97 2.72666 0.83795
1825.93 -0.0207853 0.977609
1826.93 1.64964 0.931056
1828.94 -1.58355 1.11727
1842.89 -2.35731 1.16382
1843.9 -6.2798 1.16382
1850.82 -4.20861 1.11727
1851.83 -7.25675 1.02416
1852.86 -4.86606 0.791397
1853.91 -6.12695 1.25693
1855.88 -3.52651 0.977609
1856.83 -3.9108 1.11727
1857.83 -5.04722 1.16382
1863.86 3.4711 0.744845
1866.93 6.85286 1.02416
1886.96 -0.0561783 1.02416
1887.84 -2.86894 1.11727
1895.85 -3.35747 0.791397
1898.62 -3.95581 1.21037
1915.69 -3.61022 0.791397
1916.78 -2.55442 0.791397
1917.76 -2.21243 0.791397
1918.78 -3.92944 0.83795
1919.7 0.229644 0.791397
1920.71 -0.81029 1.11727
1926.76 1.05846 0.884503
1927.74 5.51296 0.884503
1944.64 4.71383 1.16382
1947.64 -1.22206 1.07071
1948.66 -1.04102 0.791397
1956.68 -3.61366 1.25693
1958.7 -5.44173 0.791397
1987.69 1.86736 1.44314
2001.66 8.5904 0.884503
2008.66 0.666876 1.35003
2009.68 -1.99314 0.977609
2014.63 -4.80094 1.02416
2018.63 -3.4926 0.884503
