Time data sigma
---- ---- -----
0 -6.02815 0.617097
4.0172 -5.39635 0.822796
8.9611 -2.70024 0.822796
23.9521 8.09051 1.13134
35.965 0.280619 0.822796
40.9613 0.183307 1.43989
257.193 5.19595 1.23419
263.27 9.68866 0.719946
291.109 -5.20293 0.925645
318.101 8.78909 0.719946
333.02 2.25135 1.13134
339.009 0.307913 0.617097
347.022 -4.02346 1.23419
364.993 -3.98059 0.617097
611.359 2.07215 0.514247
646.153 -1.24938 1.43989
670.133 1.21083 0.925645
683.118 5.9704 0.514247
693.077 1.45606 0.925645
698.043 -0.427544 1.54274
928.34 3.10302 1.13134
952.367 -6.50745 0.617097
983.279 4.53391 0.925645
1039.03 6.83732 0.925645
1093.97 5.80829 0.719946
1390.09 0.908341 1.13134
1739.13 -7.91238 1.64559
1785.06 -5.49473 0.822796
