Time data sigma
---- ---- -----
0 11.9054 1.07071
102.731 -4.37312 1.39658
363.991 9.64965 0.931056
1446.97 7.72799 0.83795
1447.95 5.84711 0.791397
1448.94 5.01023 0.791397
1449.91 4.85811 0.83795
1455.96 -1.33879 0.977609
1458.9 -4.86852 1.39658
1471.83 -7.80436 1.07071
1473.9 -6.53417 0.83795
1475.86 -9.05487 1.16382
1477.85 -9.17743 1.07071
1478.95 -9.3818 0.791397
1504.82 8.70399 0.931056
1505.91 4.75297 0.977609
1510.89 3.99475 1.07071
1511.87 4.07222 0.791397
1512.79 2.52886 0.791397
1513.83 -1.29893 0.83795
1527.87 -10.4315 1.07071
1528.82 -7.85859 0.83795
1535.71 -8.85875 0.931056
1539.76 -5.86381 0.977609
1559.76 11.2718 0.83795
1561.76 12.0682 0.931056
1817.96 0.339588 0.931056
1818.99 -3.22046 1.07071
1820.98 -2.66186 0.977609
1821.97 -3.9973 0.83795
1825.93 -7.66411 0.977609
1826.93 -7.0963 0.931056
1828.94 -6.79363 1.11727
1842.89 -6.66313 1.16382
1843.9 -4.75839 1.16382
1850.82 5.16075 1.11727
1851.83 6.65011 1.02416
1852.86 9.0117 0.791397
1853.91 7.30035 1.25693
1855.88 11.6609 0.977609
1856.83 8.88493 1.11727
1857.83 12.2585 1.16382
1863.86 12.6979 0.744845
1866.93 5.18266 1.02416
1886.96 -7.73911 1.02416
1887.84 -7.72321 1.11727
1895.85 -8.82545 0.791397
1898.62 -7.59067 1.21037
1915.69 11.3131 0.791397
1916.78 12.1492 0.791397
1917.76 13.6979 0.791397
1918.78 11.0025 0.83795
1919.7 11.0095 0.791397
1920.71 11.7403 1.11727
1926.76 6.53323 0.884503
1927.74 8.66468 0.884503
1944.64 -3.54534 1.16382
1947.64 -6.61615 1.07071
1948.66 -6.87427 0.791397
1956.68 -10.0772 1.25693
1958.7 -7.22184 0.791397
1987.69 8.70743 1.44314
2001.66 -2.70743 0.884503
2008.66 -4.7644 1.35003
2009.68 -9.53253 0.977609
2014.63 -9.77085 1.02416
2018.63 -7.28169 0.884503
