Time data sigma
---- ---- -----
0 -7.28178 1.07071
102.731 1.44847 1.39658
363.991 -8.37995 0.931056
1446.97 -1.97745 0.83795
1447.95 -2.78654 0.791397
1448.94 -2.64713 0.791397
1449.91 -3.10862 0.83795
1455.96 6.52932 0.977609
1458.9 4.81566 1.39658
1471.83 1.35804 1.07071
1473.9 4.90062 0.83795
1475.86 0.239137 1.16382
1477.85 4.38995 1.07071
1478.95 2.64283 0.791397
1504.82 -4.76862 0.931056
1505.91 -5.05494 0.977609
1510.89 2.52582 1.07071
1511.87 0.154768 0.791397
1512.79 1.66399 0.791397
1513.83 3.05238 0.83795
1527.87 4.69115 1.07071
1528.82 2.57537 0.83795
1535.71 4.47683 0.931056
1539.76 0.388338 0.977609
1559.76 -7.25509 0.83795
1561.76 -7.11153 0.931056
1817.96 8.41091 0.931056
1818.99 5.43238 1.07071
1820.98 3.69007 0.977609
1821.97 4.77974 0.83795
1825.93 6.81057 0.977609
1826.93 5.46982 0.931056
1828.94 4.67707 1.11727
1842.89 -2.67961 1.16382
1843.9 -2.5584 1.16382
1850.82 -5.86688 1.11727
1851.83 -6.25827 1.02416
1852.86 -3.84629 0.791397
1853.91 -7.36686 1.25693
1855.88 -5.98198 0.977609
1856.83 -6.32242 1.11727
1857.83 -6.79549 1.16382
1863.86 -7.76039 0.744845
1866.93 -3.02465 1.02416
1886.96 6.25035 1.02416
1887.84 6.03183 1.11727
1895.85 3.20156 0.791397
1898.62 2.18528 1.21037
1915.69 -4.32469 0.791397
1916.78 -7.54755 0.791397
1917.76 -8.06145 0.791397
1918.78 -5.69997 0.83795
1919.7 -4.426 0.791397
1920.71 -5.94791 1.11727
1926.76 -5.14746 0.884503
1927.74 -4.3179 0.884503
1944.64 5.17046 1.16382
1947.64 6.96152 1.07071
1948.66 5.81907 0.791397
1956.68 0.332807 1.25693
1958.7 0.370528 0.791397
1987.69 -3.1249 1.44314
2001.66 5.83265 0.884503
2008.66 6.44143 1.35003
2009.68 1.59552 0.977609
2014.63 2.41643 1.02416
2018.63 1.52246 0.884503
