Time data sigma
---- ---- -----
0 -0.927091 0.617097
4.0172 -3.33977 0.822796
8.9611 -3.84067 0.822796
23.9521 -1.6984 1.13134
35.965 2.30469 0.822796
40.9613 6.98611 1.43989
257.193 -4.29555 1.23419
263.27 -2.47762 0.719946
291.109 2.90831 0.925645
318.101 -5.06668 0.719946
333.02 1.72374 1.13134
339.009 2.60814 0.617097
347.022 4.74473 1.23419
364.993 -1.51578 0.617097
611.359 -3.26601 0.514247
646.153 7.70025 1.43989
670.133 -2.88395 0.925645
683.118 -1.71515 0.514247
693.077 0.653279 0.925645
698.043 4.27934 1.54274
928.34 0.556071 1.13134
952.367 2.82291 0.617097
983.279 -1.17133 0.925645
1039.03 -1.40765 0.925645
1093.97 -5.47764 0.719946
1390.09 -4.75764 1.13134
1739.13 1.24788 1.64559
1785.06 3.50891 0.822796
