Time data sigma
---- ---- -----
0 4.20273 1.07071
102.731 0.802322 1.39658
363.991 4.94594 0.931056
1446.97 4.49316 0.83795
1447.95 1.75384 0.791397
1448.94 3.76439 0.791397
1449.91 0.49207 0.83795
1455.96 -6.36461 0.977609
1458.9 -8.82698 1.39658
1471.83 -0.900997 1.07071
1473.9 -2.05557 0.83795
1475.86 0.128505 1.16382
1477.85 -2.49644 1.07071
1478.95 0.267253 0.791397
1504.82 4.94654 0.931056
1505.91 3.25437 0.977609
1510.89 0.107276 1.07071
1511.87 -0.150336 0.791397
1512.79 -0.851746 0.791397
1513.83 -2.64757 0.83795
1527.87 -5.17354 1.07071
1528.82 -2.34911 0.83795
1535.71 -0.560643 0.931056
1539.76 -0.762778 0.977609
1559.76 5.33285 0.83795
1561.76 4.25488 0.931056
1817.96 -8.35044 0.931056
1818.99 -5.05532 1.07071
1820.98 -9.84032 0.977609
1821.97 -5.68309 0.83795
1825.93 -6.48541 0.977609
1826.93 -3.69378 0.931056
1828.94 -3.01623 1.11727
1842.89 -0.334271 1.16382
1843.9 5.86473 1.16382
1850.82 5.18157 1.11727
1851.83 1.03214 1.02416
1852.86 2.38957 0.791397
1853.91 6.96431 1.25693
1855.88 4.87332 0.977609
1856.83 4.85592 1.11727
1857.83 6.56538 1.16382
1863.86 3.95888 0.744845
1866.93 4.28181 1.02416
1886.96 -5.80115 1.02416
1887.84 -3.32301 1.11727
1895.85 0.321895 0.791397
1898.62 1.63035 1.21037
1915.69 6.43562 0.791397
1916.78 6.50066 0.791397
1917.76 4.42785 0.791397
1918.78 5.95528 0.83795
1919.7 5.25133 0.791397
1920.71 2.87996 1.11727
1926.76 5.41287 0.884503
1927.74 1.74809 0.884503
1944.64 -8.43214 1.16382
1947.64 -6.13425 1.07071
1948.66 -5.29601 0.791397
1956.68 1.63874 1.25693
1958.7 0.355425 0.791397
1987.69 1.29172 1.44314
2001.66 -8.55232 0.884503
2008.66 -3.21418 1.35003
2009.68 -5.09795 0.977609
2014.63 -0.517432 1.02416
2018.63 2.61243 0.884503
