Time data sigma
---- ---- -----
0 4.28062 0.617097
4.0172 8.62239 0.822796
8.9611 7.46531 0.822796
23.9521 2.7192 1.13134
35.965 -2.52938 0.822796
40.9613 -7.64749 1.43989
257.193 1.52195 1.23419
263.27 2.23645 0.719946
291.109 -5.43664 0.925645
318.101 2.30557 0.719946
333.02 -2.57039 1.13134
339.009 -5.81192 0.617097
347.022 -5.99233 1.23419
364.993 4.60088 0.617097
611.359 7.45373 0.514247
646.153 -5.08212 1.43989
670.133 5.39367 0.925645
683.118 2.67832 0.514247
693.077 -0.49559 0.925645
698.043 -3.78367 1.54274
928.34 -1.35603 1.13134
952.367 -3.27463 0.617097
983.279 1.03052 0.925645
1039.03 1.46395 0.925645
1093.97 4.05925 0.719946
1390.09 8.45118 1.13134
1739.13 1.1592 1.64559
1785.06 -6.23367 0.822796
