Time data sigma
---- ---- -----
0 5.55567 0.617097
4.0172 5.8814 0.822796
8.9611 5.08133 0.822796
23.9521 -4.06264 1.13134
35.965 -12.221 0.822796
40.9613 -4.43583 1.43989
257.193 -0.851758 1.23419
263.27 -4.49525 0.719946
291.109 4.97533 0.925645
318.101 2.66505 0.719946
333.02 -8.58601 1.13134
339.009 -8.28991 0.617097
347.022 3.34225 1.23419
364.993 7.23383 0.617097
611.359 4.3428 0.514247
646.153 4.42469 1.43989
670.133 2.71905 0.925645
683.118 0.246438 0.514247
693.077 -10.8581 0.925645
698.043 -10.4591 1.54274
928.34 -8.39676 1.13134
952.367 4.52016 0.617097
983.279 -0.132769 0.925645
1039.03 1.04788 0.925645
1093.97 3.48991 0.719946
1390.09 5.94959 1.13134
1739.13 6.51178 1.64559
1785.06 0.592165 0.822796
