Time data sigma
---- ---- -----
0 -1.47161 1.07071
102.731 -2.46302 1.39658
363.991 0.44129 0.931056
1446.97 -7.35219 0.83795
1447.95 -4.60892 0.791397
1448.94 -2.7827 0.791397
1449.91 -1.3987 0.83795
1455.96 -1.85729 0.977609
1458.9 2.56085 1.39658
1471.83 1.08033 1.07071
1473.9 0.742451 0.83795
1475.86 1.7048 1.16382
1477.85 1.96643 1.07071
1478.95 0.633865 0.791397
1504.82 -3.74085 0.931056
1505.91 -0.353205 0.977609
1510.89 -2.14826 1.07071
1511.87 0.880542 0.791397
1512.79 -0.500369 0.791397
1513.83 -2.32835 0.83795
1527.87 0.686573 1.07071
1528.82 -0.453149 0.83795
1535.71 1.53443 0.931056
1539.76 3.75965 0.977609
1559.76 -1.70289 0.83795
1561.76 -1.73371 0.931056
1817.96 1.53681 0.931056
1818.99 0.893381 1.07071
1820.98 0.339641 0.977609
1821.97 0.635178 0.83795
1825.93 3.6668 0.977609
1826.93 -1.12832 0.931056
1828.94 1.43909 1.11727
1842.89 -0.5292 1.16382
1843.9 0.858721 1.16382
1850.82 -2.04674 1.11727
1851.83 0.514875 1.02416
1852.86 -0.173187 0.791397
1853.91 0.986841 1.25693
1855.88 -1.5447 0.977609
1856.83 -2.08744 1.11727
1857.83 -2.73771 1.16382
1863.86 -2.9122 0.744845
1866.93 -1.111 1.02416
1886.96 0.762045 1.02416
1887.84 0.748284 1.11727
1895.85 -0.294455 0.791397
1898.62 0.506621 1.21037
1915.69 -2.4005 0.791397
1916.78 -2.65176 0.791397
1917.76 0.0947134 0.791397
1918.78 -3.95227 0.83795
1919.7 -1.97078 0.791397
1920.71 -3.03534 1.11727
1926.76 -2.7419 0.884503
1927.74 -0.400854 0.884503
1944.64 -0.123047 1.16382
1947.64 1.46687 1.07071
1948.66 1.27479 0.791397
1956.68 2.61754 1.25693
1958.7 2.63466 0.791397
1987.69 0.473763 1.44314
2001.66 0.173937 0.884503
2008.66 1.03108 1.35003
2009.68 1.76619 0.977609
2014.63 1.66652 1.02416
2018.63 1.67415 0.884503
