Time data sigma
---- ---- -----
0 2.62295 0.617097
4.0172 3.03079 0.822796
8.9611 1.37029 0.822796
23.9521 -3.27731 1.13134
35.965 -0.545258 0.822796
40.9613 2.44087 1.43989
257.193 -0.272775 1.23419
263.27 -4.81907 0.719946
291.109 4.59441 0.925645
318.101 -1.83464 0.719946
333.02 -3.29512 1.13134
339.009 1.97824 0.617097
347.022 2.33154 1.23419
364.993 2.49065 0.617097
611.359 -0.391525 0.514247
646.153 2.59323 1.43989
670.133 0.666133 0.925645
683.118 -3.36486 0.514247
693.077 -3.7889 0.925645
698.043 -0.954943 1.54274
928.34 -6.35633 1.13134
952.367 3.44692 0.617097
983.279 -4.59482 0.925645
1039.03 0.321877 0.925645
1093.97 -0.232808 0.719946
1390.09 -0.0780236 1.13134
1739.13 3.37351 1.64559
1785.06 0.521095 0.822796
