Time data sigma
---- ---- -----
0 -4.84105 1.07071
102.731 -1.37822 1.39658
363.991 -1.85192 0.931056
1446.97 -3.15091 0.83795
1447.95 0.599188 0.791397
1448.94 -0.539174 0.791397
1449.91 -2.11295 0.83795
1455.96 6.3605 0.977609
1458.9 6.8244 1.39658
1471.83 3.60149 1.07071
1473.9 1.14162 0.83795
1475.86 -4.2548 1.16382
1477.85 0.176481 1.07071
1478.95 -2.86587 0.791397
1504.82 -1.95991 0.931056
1505.91 -3.2306 0.977609
1510.89 1.77982 1.07071
1511.87 1.43198 0.791397
1512.79 2.5928 0.791397
1513.83 0.468821 0.83795
1527.87 4.86368 1.07071
1528.82 5.69172 0.83795
1535.71 -0.810218 0.931056
1539.76 -6.45256 0.977609
1559.76 -3.77672 0.83795
1561.76 -4.1874 0.931056
1817.96 4.40104 0.931056
1818.99 7.44738 1.07071
1820.98 7.99898 0.977609
1821.97 6.66072 0.83795
1825.93 8.58329 0.977609
1826.93 7.05999 0.931056
1828.94 5.24325 1.11727
1842.89 -7.05908 1.16382
1843.9 -6.09081 1.16382
1850.82 -4.37954 1.11727
1851.83 -4.74772 1.02416
1852.86 -4.15755 0.791397
1853.91 -2.52315 1.25693
1855.88 -1.79818 0.977609
1856.83 -4.01622 1.11727
1857.83 -2.76976 1.16382
1863.86 -1.02953 0.744845
1866.93 -2.1122 1.02416
1886.96 7.78572 1.02416
1887.84 6.14659 1.11727
1895.85 -0.0618179 0.791397
1898.62 -3.68955 1.21037
1915.69 -3.73628 0.791397
1916.78 -1.96111 0.791397
1917.76 -2.04589 0.791397
1918.78 -2.65458 0.83795
1919.7 -5.90657 0.791397
1920.71 -2.16491 1.11727
1926.76 1.40208 0.884503
1927.74 -3.87345 0.884503
1944.64 8.08892 1.16382
1947.64 6.97961 1.07071
1948.66 4.80438 0.791397
1956.68 -4.21479 1.25693
1958.7 -1.53175 0.791397
1987.69 -1.45151 1.44314
2001.66 8.10193 0.884503
2008.66 5.14867 1.35003
2009.68 5.2627 0.977609
2014.63 1.23964 1.02416
2018.63 -3.80479 0.884503
