Time data sigma
---- ---- -----
0 -1.7712 1.07071
102.731 -6.83493 1.39658
363.991 -0.37892 0.931056
1446.97 0.528601 0.83795
1447.95 5.087 0.791397
1448.94 1.53786 0.791397
1449.91 5.07379 0.83795
1455.96 4.27005 0.977609
1458.9 7.09248 1.39658
1471.83 4.61847 1.07071
1473.9 4.13503 0.83795
1475.86 1.17442 1.16382
1477.85 1.8288 1.07071
1478.95 -0.943508 0.791397
1504.82 0.18484 0.931056
1505.91 2.01421 0.977609
1510.89 1.88638 1.07071
1511.87 1.13789 0.791397
1512.79 3.26003 0.791397
1513.83 5.22545 0.83795
1527.87 6.95128 1.07071
1528.82 10.526 0.83795
1535.71 0.621584 0.931056
1539.76 -4.52968 0.977609
1559.76 -2.31474 0.83795
1561.76 -2.11 0.931056
1817.96 11.0321 0.931056
1818.99 7.11698 1.07071
1820.98 7.83338 0.977609
1821.97 7.30812 0.83795
1825.93 3.65936 0.977609
1826.93 4.7165 0.931056
1828.94 3.88145 1.11727
1842.89 -4.89552 1.16382
1843.9 -4.48772 1.16382
1850.82 -10.4066 1.11727
1851.83 -12.1408 1.02416
1852.86 -8.67054 0.791397
1853.91 -12.1745 1.25693
1855.88 -8.46979 0.977609
1856.83 -11.2825 1.11727
1857.83 -6.54399 1.16382
1863.86 -3.36252 0.744845
1866.93 1.89906 1.02416
1886.96 3.97233 1.02416
1887.84 5.24371 1.11727
1895.85 3.32287 0.791397
1898.62 1.08072 1.21037
1915.69 -10.733 0.791397
1916.78 -8.87667 0.791397
1917.76 -7.75026 0.791397
1918.78 -5.78847 0.83795
1919.7 -6.72402 0.791397
1920.71 -4.84214 1.11727
1926.76 1.1143 0.884503
1927.74 3.4236 0.884503
1944.64 5.26966 1.16382
1947.64 4.59548 1.07071
1948.66 7.23272 0.791397
1956.68 0.770166 1.25693
1958.7 -0.059066 0.791397
1987.69 4.85333 1.44314
2001.66 5.572 0.884503
2008.66 7.12512 1.35003
2009.68 7.36684 0.977609
2014.63 2.76084 1.02416
2018.63 0.858184 0.884503
