Time data sigma
---- ---- -----
0 3.66284 0.617097
4.0172 2.37599 0.822796
8.9611 -1.28468 0.822796
23.9521 -7.83383 1.13134
35.965 -0.450808 0.822796
40.9613 0.980019 1.43989
257.193 -4.17296 1.23419
263.27 -6.35602 0.719946
291.109 3.4755 0.925645
318.101 -5.77229 0.719946
333.02 -1.20884 1.13134
339.009 2.9133 0.617097
347.022 5.75614 1.23419
364.993 2.63421 0.617097
611.359 -3.67588 0.514247
646.153 3.22942 1.43989
670.133 -1.0973 0.925645
683.118 -7.61949 0.514247
693.077 -2.70018 0.925645
698.043 3.30839 1.54274
928.34 -6.64521 1.13134
952.367 3.42332 0.617097
983.279 -8.54585 0.925645
1039.03 -5.81366 0.925645
1093.97 -2.40518 0.719946
1390.09 -0.967796 1.13134
1739.13 2.78325 1.64559
1785.06 4.10066 0.822796
