Time data sigma
---- ---- -----
0 -0.563983 1.07071
102.731 2.6116 1.39658
363.991 -1.14865 0.931056
1446.97 -4.48667 0.83795
1447.95 -4.23635 0.791397
1448.94 -3.91555 0.791397
1449.91 -4.71485 0.83795
1455.96 -4.42354 0.977609
1458.9 -4.5223 1.39658
1471.83 -1.60606 1.07071
1473.9 -0.998118 0.83795
1475.86 0.0687113 1.16382
1477.85 -0.0920331 1.07071
1478.95 0.0431335 0.791397
1504.82 -2.29556 0.931056
1505.91 -1.3938 0.977609
1510.89 -2.51814 1.07071
1511.87 -5.52513 0.791397
1512.79 -5.16577 0.791397
1513.83 -4.1814 0.83795
1527.87 -3.23618 1.07071
1528.82 -0.997572 0.83795
1535.71 -1.08356 0.931056
1539.76 1.25124 0.977609
1559.76 0.205607 0.83795
1561.76 -0.988371 0.931056
1817.96 -5.294 0.931056
1818.99 -5.83283 1.07071
1820.98 -6.16677 0.977609
1821.97 -4.40084 0.83795
1825.93 -2.89352 0.977609
1826.93 -2.60894 0.931056
1828.94 2.61748 1.11727
1842.89 2.29523 1.16382
1843.9 0.775904 1.16382
1850.82 5.92877 1.11727
1851.83 5.18093 1.02416
1852.86 3.29972 0.791397
1853.91 3.05083 1.25693
1855.88 3.0396 0.977609
1856.83 2.20334 1.11727
1857.83 1.71226 1.16382
1863.86 0.855712 0.744845
1866.93 -2.67958 1.02416
1886.96 -2.08957 1.02416
1887.84 -1.6395 1.11727
1895.85 -1.29562 0.791397
1898.62 1.47677 1.21037
1915.69 4.34243 0.791397
1916.78 3.6741 0.791397
1917.76 4.09814 0.791397
1918.78 0.426882 0.83795
1919.7 3.97567 0.791397
1920.71 2.67442 1.11727
1926.76 -1.54992 0.884503
1927.74 -1.74542 0.884503
1944.64 -3.29815 1.16382
1947.64 0.134784 1.07071
1948.66 -1.58904 0.791397
1956.68 2.51217 1.25693
1958.7 0.495665 0.791397
1987.69 -2.30655 1.44314
2001.66 -1.28392 0.884503
2008.66 1.43241 1.35003
2009.68 2.32958 0.977609
2014.63 1.49565 1.02416
2018.63 1.46563 0.884503
